2023년 지역축제 개최 계획,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
연번,"광역
단체명","기초
단체명",축제명,축제유형,개최기간,개최장소,개최방식,"최초
개최년도(년)",예산(백만원),,,,방문객수(前년),,전담조직(축제사무국),,,"국비지원
부처명",담당자,,,
,,,,,,,,,국비,지방비,기타,합계, 내국인(명) ,외국인(명),전담조직명,조직형태,설립근거,,성명,연락처,,
982,경남,사천시,제20회 사천시 삼천포항 자연산 전어축제,특산물,7.27.~7.30.,팔포음식특화지구,대면,2002,-,141,20,161,"210,000",-,사천시삼천포항자연산전어축제추진위원회,비영리법인,사천시삼천포항자연산전어축제추진위원회운영규약,-,유성수,055-831-3111,,
983,경남,김해시,허왕후신행길 축제,문화예술,10월 중,수로왕릉,대면,2014,-,225,-,225,"21,846",-,-,-,-,-,이정희,055-330-3243,,
984,경남,김해시,제28회 김해분청도자기축제,문화예술,10월 중,김해분청도자박물관일원,대면,2007,-,357,-,357,"41,648",-,-,-,-,-,윤근혜,055-330-3244,,
985,경남,김해시,(가칭)제1회 봄의 하얀 눈꽃 축제,기타(주민화합 등),3월 중,북부동,대면,2023,-,30,3,33,-,-,(가칭) 북부동 축제 추진위원회,비영리단체,김해시 주민자치회 설치운영에 관한 조례,-,강다혜,055-359-1674,,
986,경남,김해시,불암장어문화축제,특산물,6. 24.~6. 25.,불암동,대면,2018,-,-,-,-,800,-,-,-,-,-,임해리,055-359-7543,,
987,경남,김해시,세계크리스마스문화축제,기타(주민화합 등),12. 1.~12. 31.,분성광장 등,대면,2013,-,45,5,50,400,100,-,-,-,-,이지윤,055-330-4943,,
988,경남,김해시,2023년 가야문화축제,문화예술,5. 5. ~ 5. 7.,"수릉원, 가야의 거리 일원 등",대면,1962,-,"1,015",100,"1,115","242,983","6,629",(사)가야문화축제제전위원회,사단법인,가야문화축제제전위원회 설치 및 운영에 관한 조례(2016년),-,강문정,055-330-3944,,
989,경남,김해시,제8회 김해꽃축제,특산물,5월 중,대동생태체육공원,혼합형,1993,-,300,300,600,"115,043",-,김해꽃축제추진위원회,사단법인,김해시농업농촌및식품산업지원에관합조례,-,조진철,055-350-4082,,
990,경남,김해시,제39회 김해진영단감축제,특산물,10. 27. - 10. 29.,진영공설운동장 일원,대면,1985,-,180,20,200,"25,000","2,000",김해단감축제위원회,사단법인,김해시농업농촌및식품산업지원에관합조례,-,신연철,055-350-4092,,
991,경남,김해시,제3회 김해국제의생명과학축제,기타(주민화합 등),6. 16. ~ 6. 17.,"김해중소기업
비즈니스센터",혼합형,2021,-,150,-,150,"3,000",-,-,-,-,-,이은영,055-330-2913,,
992,경남,김해시,김해시평생학습과학축제,기타(주민화합 등),10. 21. ~ 10. 22.,수릉원,대면,2008년,-,144,-,144,"40,000",-,김해시평생학습축제위원회,위원회,김해시평생교육진흥조례,-,정유정,055-330-4883,,
993,경남,"
김해시","
제5회 김해독서대전","
문화예술",10월 중,"수릉원 및 
시립도서관 등 
관내 일원",대면,2019,20,139,-,159,"25,000",-,김해시 인재육성지원과,기초자치단체,김해시 독서문화 진흥 조례,문화체육관광부,김지현,055-330-6685,,
994,경남,김해시,제26회 김해전국민속소싸움대회,전통역사,미정,미정,미정,1993,-,-,-,-,-,-,-,-,-,-,손정석,055-350-4122,,
995,경남,김해시,김해 한우축제,특산물,5월 중,대동면,대면,2022,-,80,-,80,-,-,-,-,-,-,장호승,055-350-4142,,
996,경남,밀양시,제65회 밀양아리랑대축제,전통역사,5.18.~5.21.,영남루 및 밀양강변일원,대면,1957,30,"2,280",-,"23,100","423,700","4,320",밀양문화관광재단,재단법인,밀양문화관광재단 설립에 관한 조례(2015년),문화체육관광부,심강일,055-359-5866,,
997,경남,밀양시,2023 가을 밀양강 오딧세이,문화예술,10월 중,영남루 및 밀양강변일원,대면,2015,-,800,-,800,-,-,밀양문화관광재단,재단법인,밀양문화관광재단 설립에 관한 조례(2015년),-,심강일,055-359-5866,,
998,경남,밀양시,밀양공연예술축제,문화예술,7.29.~8.5.,밀양아리나 일원,대면,2021,-,800,-,800,"9,000",-,밀양문화관광재단,재단법인,밀양문화관광재단 설립에 관한 조례(2015년),-,조현순,055-359-5635,,
999,경남,밀양시,제14회 밀양대추축제,특산물,10월 중,밀양시 단장면,대면,2008,-,20,-,20,"7,000",-,밀양대추축제추진위원회,민간,-,-,류진술,055-359-5351,,
1000,경남,밀양시,밀양무안맛나향고추 소비지행사,특산물,12.8.~12.10.,대도시 대형마트(예정),대면,2004,-,21,21,42,"1,000",-,밀양무안맛나향고추작목회,농업법인,농어업경영체 육성 및 지원에 관한 법률 제2조 제2호,-,최순영,055-359-7137,,
1001,경남,밀양시,제25회 밀양얼음골사과축제,특산물,11.04.~11.05.,밀양얼음골공영주차장,대면,1998,-,31,31,62,"7,000",500,얼음골사과발전협의회영농조합법인,농업법인,농업경영체 육성 및 지원에 관한 법률,-,차성조,055-359-7141,,
1002,경남,밀양시,"초동연가길 축제(꽃양귀비, 코스모스)", 생태자연,"양귀비 5.19.~5.21.
코스모스 10.7.~10.9.",밀양시 초동면 연가길,대면,2021,-,40,-,40,"15,000",-,-,-,-,-,손성곤외2,055-359-6741외,,
1003,경남,거제시,거제맹종대나무축제,특산물,3~4월 중,하청면 와항마을 맹종죽테마파크,대면,2012,-,20,20,40,-,-,거제시 농업지원과,지자체,-,-,한승수,055-639-6356,,
1004,경남,거제시,제61회 거제옥포대첩축제,"문화예술
전통역사",6.16.~6.18.,옥포대첩기념공원 일원,대면,1962,-,470,-,470,-,-,거제시 문화예술과,지자체,-,-,정은주,055-639-3393,,
1005,경남,거제시,제4회 남부면 수국축제,생태자연,7월 중,남부면 저구항,대면,2018,-,30,-,30,"1,100",60,남부면 발전협의회,남부면 단체,-,-,박혜진,055-639-6534,,
1006,경남,거제시,2023 거제 바다로세계로,기타(주민화합 등),7.28~7.30,"구조라
해수욕장 외 2곳",대면,1999,-,590,130,720,"175,615",604,거제시 관광과,지자체,-,-,강효정,055-639-4163,,
1007,경남,거제시,제12회 거제둔덕포도축제,특산물,9.15.~9.17.,둔덕면일원,혼합형,2013,-,90,-,90,-,-,거제시농업관광과,지자체,-,-,,055-639-6442,,
1008,경남,거제시,제11회 청사초롱 가을추억 만들기 축제,생태자연,10.22.,삼거동 일원,대면,2022,5,5,-,10,100,-,"청사초롱 가을추억만들기 축제추진위원회
축제 추진위원회",마을회 및 마을기업,-,농식품부,황선영,055-639-6344,,
1009,경남,거제시,제17회 거제섬꽃축제,문화예술,10.28.~11.5.,거제시농업개발원,대면,2006년,-,504,-,504,"203,109",-,거제시 농업관광과,지자체,-,-,양희은,055-639-6443,,
1010,경남,거제시,제16회 거제대구수산물축제,특산물,12월 중,외포항,대면,2005,-,35,50,85,-,-,거제대구수산물 축제위원회,단체,"「농어업인 삶의 질 향상 및 농어촌 지역개발 촉진에 관한 특별법」
제33조(농어촌의 문화예술 진흥), 
제35조(도시와 농산어촌의 교류확대)",-,김선규,055-639-4273,,
1011,경남,양산시,제15회 원동고로쇠축제,특산물,02.15.~3.15.,배내골홍보관 일원,대면,2006,-,5,-,5,"1,000",-,배내골주민자치위원회,-,-,-,김윤지,055-392-5502,,
1012,경남,양산시,제6회 원동미나리축제,특산물,02.21.~.4.30.,원동면,대면,2015,-,20,-,20,"5,000",-,원동면주민자치회,-,-,-,김윤지,055-392-5502,,
1013,경남,양산시,제17회 원동매화축제,특산물,3.18.~3.19.,원동마을 일원,대면,2007,-,255,-,255,"10,000",-,원동매화축제추진위원회,-,-,-,김윤지,055-392-5502,,
1014,경남,양산시,제14회 배내골사과축제,특산물,11.4.~11.5.,배내골홍보관 일원,대면,2010,-,10,-,10,500,-,배내골주민자치위원회,-,-,-,김윤지,055-392-5502,,
1015,경남,양산시,제5회 양산차문화축제,특산물,10월 중,통도문화예술의거리,대면,2017,-,20,-,20,"1,500",-,통도예술마을협동조합,-,-,-,김윤지,055-392-5502,,
1016,경남,양산시,2023 양산삽량문화축전,"문화예술
전통역사
기타(주민화합 등)",10월 중,양산천둔치 일원 및 양산종합운동장,대면,1986,-,770,-,770,"57,080",-,양산삽량문화축전 추진위원회,비영리법인,양산시 문화축전 추진위원회 설치 및 운영에 관한 조례,-,한한윤,055-392-2544,,
1017,경남,양산시,2023 웅상회야제,기타(주민화합 등),5월 중,평산동(예정),대면,2015,-,450,-,450,"28,000","2,000",양산문화축전사무처,비영리법인,양산시 문화축전 추진위원회 설치 및 운영에 관한 조례,-,석영미,055-392-6182,,
1018,경남,양산시,2023 양산봄꽃축제,생태자연,4월 중,신기동 양산천 둔치,대면,2008,-,22,-,22,-,-,-,-,-,-,황효기,055-392-5341,,
1019,경남,양산시,2023 양산국화향연,생태자연,10. 28 ~11.12.,황산공원 중부광장,대면,2004,-,220,-,220,"300,000",,-,-,-,-,김상욱,055-392-5343,,
1020,경남,의령군,제48회 의령 홍의장군축제,전통역사,04.20~04.23,의령읍 서동생활공원일원,대면,1973,-,813,-,813,"80,000","1,000",의병기념사업회,사단법인,-,-,정기혁,055-570-2502,,
1021,경남,의령군,한우산 철쭉제,생태자연,5월 중,궁류면 벽계리 한우산일원,대면,2000,-,19,-,19,"3,000",100,봉황청년회,민간단체,-,-,차지민,055-570-2513,,
1022,경남,의령군,2023 의령 신번문화축제,"문화예술
전통역사",9월 중,부림면 일원,대면,2022,-,275,-,275,"15,000",200,의령군,지방자치단체,-,-,한은지,055-570-2504,,
1023,경남,의령군,2023 의령 리치리치 페스티벌,문화예술,10월 중,의령읍 일원,대면,2022,-,700,-,700,"90,000","1,000",의령 리치리치 페스티벌 추진위원회,민간단체,-,-,이재명,055-570-2512,,
1024,경남,의령군,의령 기강 댑싸리축제,생태자연,10월 중,지정면 호국의병의 숲,대면,2022,-,26,-,26,"30,000",100,지정면주민자치위원회,자치회,-,-,신동환,055-570-4642,,
1025,경남,함안군,제12회 함안곶감축제,특산물,1. 6. ~ 1. 8.,함안체육관,대면,2012,-,-,55,55,-,-,함안곶감축제위원회,위원회,농어촌 식품산업기본법 제8조,-,허율희,055-580-4554,,
1026,경남,함안군,제29회 함안수박 축제,특산물,4.15.~5.10.,가야읍,혼합형,1993,-,4,196,200,-,-,함안수박축제위원회,생산조직,"함안군 농어업,농촌지원에 관한 조례",-,서진욱,055-580-4513,,
1027,경남,함안군,제1회 청보리.작약 축제,생태자연,5.5.~5.7.,강나루생태공원,대면,2023,-,-,50,50,-,-,청보리작약축제위원회,비영리법인,함안군 지역문화 진흥에 관한 조례,-,조은영,055-580-3412,,
1028,경남,함안군,제11회 강주해바라기 축제,생태자연,7.7.~7.16.,강주마을 일원,대면,2013,-,-,130,130,"32,000",-,강주해바라기축제위원회,위원회,해당없음,-,정지은,055-580-4405,,
1029,경남,함안군,함안문화재야행,전통역사,9.22.~9.24.,무진정일원,대면,2021,89,22,111,222,"9,000",-,함안화천농악보존회,사단법인,-,문화재청,윤성민,055-580-2555,,
1030,경남,함안군,"제2회 '함안의 맛' 
아라가야 향토음식
 전국요리 경연대회",특산물,10월 중,"함주공원
(다목적구장)",대면,2022,-,-,26,26,"3,000",-,-,-,-,-,이균오,055-580-4432,,
1031,경남,함안군,제35회 아라가야문화제,전통역사,10월 중,"함안박물관, 말이산고분군 일원",대면,1988,-,-,500,500,"48,000","2,000",아라가야문화제 위원회,위원회,아라가야문화제위원회 설치ㆍ운영에 관한 조례,-,정진욱,055-580-2303,,
1032,경남,함안군,말이산고분군 미디어아트 페스티벌,전통역사,10월~11월중,말이산고분군 일원,대면,2023,610,183,427,"1,220",-,-,-,-,-,문화재청,조신규,055-580-2562,,
1033,경남,창녕군,제18회 창녕낙동강유채축제,생태자연,04.13.~04.16.,남지유채단지,대면,2006,-,480,-,480,"221,016",-,(사)창녕낙동강유채축제위원회,사단법인,창녕군 관광진흥에 관한 조례,-,신영훈,055-530-1523,,
1034,경남,창녕군,제28회 부곡온천축제,전통역사,03.31.~04.02.,부곡온천관광특구,대면,1994,-,150,-,150,"25,000",-,"(사)부곡온천
관광협의회",사단법인,창녕군 관광진흥에 관한 조례,-,장민우,055-530-1593,,
1035,경남,창녕군,제62회 3.1민속문화제,전통역사,2.28~3.3.,국가무형문화재 놀이마당,대면,1961,-,140,-,140,"30,000",-,(사)영산3.1민속문화향상회,사단법인,창녕군 문화예술진흥 조례,-,박경민,055-530-1464,,
1036,경남,창녕군,창녕문화재 야행 '가소로운 비사벌',전통역사,5월 중,창녕읍 일원,대면,2022,80,120,-,200,"6,000",-,(사)창녕예총,사단법인,창녕군 문화예술진흥 조례,문화재청,박경민,055-530-1464,,
1037,경남,창녕군,제37회 우포따오기와 함께하는 비사벌문화제,문화예술,10월 중,창녕읍 일원,대면,1986,-,258,-,258,"10,000",-,(사)비사벌문화제전회,사단법인,창녕군 문화예술진흥 조례,-,박경민,055-530-1464,,
1038,경남,창녕군,제19회 창녕 전국 민속 소힘겨루기대회,전통역사,3월 중,부곡면 소힘겨루기경기장,대면,2002,-,147,-,147,"11,000",-,(사)대한민속소힘겨루기협회 창녕군지회,사단법인,창녕군 민속소싸움경기 운영에 관한 조례,-,양정운,055-530-6093,,
1039,경남,창녕군,제24회 창녕 상설 민속 소힘겨루기대회,전통역사,9월 중,부곡면 소힘겨루기경기장,대면,2009,-,65,-,65,600,-,(사)대한민속소힘겨루기협회 창녕군지회,사단법인,창녕군 민속소싸움경기 운영에 관한 조례,-,양정운,055-530-6093,,
1040,경남,고성군,"2023 기월 안뜰 경관농업
지구 봄꽃 축제",생태자연,4월 중,"고성읍
기월 안뜰
(읍사무소 뒤편)",대면,2023,-,20,-,20,-,-,경관농업지구추진협의회,농업인단체,-,-,김종문,055-670-4265,,
1041,경남,고성군,당항포대첩 축제,전통역사,5월 중,당항포관광지,대면,1998,-,50,-,50,-,-,당항포대첩축제위원회,위원회,-,-,곽은주,055-670-4502,,
1042,경남,고성군,촌스런 축제,기타(주민화합 등),7~8월 중,영동둔치공원,대면,2013,-,40,-,40,"1,000",-,영현면발전위원회,위원회,영현면발전위원회 회칙,-,박남숙,055-670-5304,,
1043,경남,고성군,"2023 기월 안뜰 경관농업
지구 가을꽃 축제",생태자연,9월 중,"고성읍
기월 안뜰
(읍사무소 뒤편)",대면,2022,-,20,-,20,"6,000",-,경관농업지구추진협의회,농업인단체,-,-,김종문,055-670-4265,,
1044,경남,고성군,"제7회 고성 가리비
수산물 축제",특산물,9월 중,남포항(예정),대면,2017,-,70,20,90,7만,-,축제추진위원회,위원회,-,-,김동욱,055-670-2453,,
1045,경남,고성군,제1회 고성갯벌 축제,생태자연,9월 중,남포항(예정),대면,2023,-,30,-,30,-,-,-,-,-,-,김동욱,055-670-2454,,
1046,경남,고성군,제11회 엄홍길대장과 함께하는 거류산 등산 축제,생태자연,10월 중,엄홍길전시관 및 거류산,대면,2012,-,20,-,20,500,-,거류면발전위원회,위원회,-,-,장배석,055-670-2664,,
1047,경남,고성군,고성공룡이야기 책 축제,문화예술,미정,고성읍 송학동 고분군,대면,2020,-,-,-,-,240,-,(사)동시동화나무의숲,사단법인,-,-,이지은,055-670-2234,,
