연번,"광역
단체명","기초
단체명",축제명,축제유형,개최기간,개최장소,개최방식,"최초
개최년도",예산(백만원),,,,방문객수(前년),,전담조직(축제사무국),,,"국비지원
부처명",담당자,
618,충남,보령시,보령예술제,문화예술,9~10월,보령문화예술회관,대면,1996,0,100,0,100,온라인,온라인,(사)한국예총 보령지회,사단법인,보령시 문화예술 진흥 조례,-,박은영,041-930-3414
619,충남,보령시,만세보령문화제,기타(주민화합 등),10월 중,종합체육경기장,대면,1988,0,500,0,500,미개최,미개최,만세보령문화제 추진위원회,위원회,보령시 만세보령문화제 조례,-,박은영,041-930-3414
620,충남,보령시,제1회 원산도 붕장어 축제,특산품,10월~11월중(2일),원산도 일원,대면,2022,0,40,10,50,미개최,미개최,보조단체 미선정,-,-,-,방영권,041-930-4636
621,충남,보령시,제19회 성주산단풍축제, 기타(주민화합 등),10월~11월 중,성주산 자연휴양림 일원 ,대면,2002,0,60,0,60,미개최,미개최,성주산단풍축제추진위원회,마을조직,보령시 임농가 소득 및 산림문화행사 지원 조례,-,김영미,041-980-4834
622,충남,보령시,제8회 청라 은행마을 단풍축제,생태자연,"11월 첫째주
(예정)","청라면 
장현리",대면,2012,0,16,0,16,미개최,미개최,"은행마을축제
추진위원회",추진위원회,-,-,박미영,041-930-4704
623,충남,보령시,보령 김축제,특산물,11월중,대천해수욕장 머드광장,대면,2015,0,200,10,210,미개최,미개최,보조단체 미선정,-,-,-,이재언,041-930-6761
624,충남,보령시,천북 굴축제,특산물,11월중,천수만테마파크,대면,2000,0,10,26,36,643,0,보조단체 미선정,-,-,-,이재언,041-930-6761
625,충남 ,보령시,겨울바다사랑축제,기타 ,12월중,대천해수욕장,대면,2017,0,270,0,0,미개최,미개최,(재)보령축제관광재단,재단법인,보령축제관광재단 설립 및 지원 조례 ,-,곽소영,041-930-6561
626,충남,아산시,제60회 성웅이순신축제,기타(주민화합 등),4.29.~5.1,"현충사, 은행나무길, 온양온천역",대면,1962년,0,1100,0,1100,미개최,미개최,아산문화재단,재단법인,아산문화재단 설립에 관한 조례(2007년),-,미지정,
627,충남,아산시,한여름밤의 신정호 별빛축제,기타(주민화합 등),8월 중,신정호,대면,1998년,0,135,0,135,미개최,미개최,문화관광과,지자체,-,-,미지정,
628,충남,서산시,제4회 해미천 벚꽃축제,주민화합,"4월 중순(토, 일)",해미천 일원,대면,2017년,0,48,10,58,축제취소,축제취소,벚꽃축제추진위원회,축제조직위,서산시 축제 육성 및 지원 조례,-,김가람,041-660-3844
629,충남,서산시,팔봉산감자축제,특산물,6월중(2~3일),기타(팔봉면 양길리),대면,2002년,0,80,0,80,축제취소,축제취소,팔봉산 감자축제 추진위원회,축제조직위,서산시 축제 육성 및 지원 조례,-,김소희,041-660-3068
630,충남,서산시,서산갯마을축제,생태자연,"6월 중
(2일간)",왕산포구,대면,2011년,0,50,21,71,축제취소,축제취소,서산갯마을축제추진위원회,축제조직위,서산시 축제 육성 및 지원 조례,-,김동민,041-660-2411
631,충남,서산시,서산6쪽마늘축제,특산물,7월중(2~3일),사적지(해미읍성),대면,2007년,0,150,0,150,축제취소,축제취소,6쪽마늘축제준비위원회,축제조직위,서산시 축제 육성 및 지원 조례,-,김소희,041-660-3068
632,충남,서산시,삼길포우럭축제,생태자연,8월중(3일),삼길포항,대면,2005년,0,50,21,71,축제취소,축제취소,삼길포우럭축제추진위원회,축제조직위,서산시 축제 육성 및 지원 조례,-,김동민,041-660-2411
633,충남,서산시,제19회 서산해미읍성축제,전통역사,10.07.~10.09.,해미읍성,"대면 또는 
대면,비대면 병행",2000년,30,1130,0,1160,축제취소,축제취소,서산문화재단,재단법인,"서산문화재단 
설립 및 운영에 관한 조례(2020년)",문체부,장수미,041-660-2228
634,충남,서산시,서산뻘낙지먹물축제,생태자연,"10월중
(2일간)",중리포구,대면,2014년,0,50,21,71,축제취소,축제취소,서산뻘낙지먹물축제추진위원회,축제조직위,서산시 축제 육성 및 지원 조례,-,김동민,041-660-2411
635,충남,서산시,제23회 서산국화축제,생태자연,11. 4.~11. 13.,서산시 복남골길 31-1일원,대면,1996년,0,100,0,100,축제취소,축제취소,"없음
(민간/축제 추진위원회 자체 추진, 서산국화축제추진위원회)",축제조직위,서산시 축제 육성 및 지원 조례,-,송진희,041-660-3935
636,충남,서산시,간월도어리굴젓축제,생태자연,11월중(2일),간월도,대면,2015년,0,50,21,71,축제취소,축제취소,간월도어리굴젓축제추진위원회,축제조직위,서산시 축제 육성 및 지원 조례,-,김동민,041-660-2411
637,충남,논산시,논산딸기축제,특산물,2.23.-2.27.,"탑정호주변
/ 유튜브 채널",비대면 개최(온라인),1997년,0,1000,0,1000,"비대면
개최",-,"논산딸기축제추진위원회
",축제조직위,논산시 딸기축제추진위원회 운영 조례,-,장창순,041-746-8386
638,충남,논산시,해바라기축제,특산물,6월중(2일간),논산시 채운면 일원,현장 개최,2016년,0,0,10,10,미개최,-,해바라기축제추진위원회,축제조직위,마을주민자체조직,-,정기석,
639,충남,논산시,콩밭열무축제,특산물,8월중(2일간),논산시 채운면 일원,현장 개최,2013년,0,0,8,8,"미개최
(소규모마을행사 추진)",-,콩밭열무축제추진위원회,축제조직위,마을주민자체조직,-,김시환,
640,충남,논산시,상월명품고구마축제,특산물,9월중(2일간),금강대학교 일원,현장 개최,2008년,0,80,0,80,미개최,-,상월명품고구마축제추진위원회,축제조직위,논산시 농업 농촌 지원에 관한 조례 제8조 제 12호,-,민재훈,041-746-8673
641,충남,논산시,연산대추축제,특산물,"10월 중순
(3일간)",연산전통시장일원,현장 및 비대면 병행 등,2002년,0,80,10,90,미개최,-,연산대추축제추진위원회,축제조직위,논산시 농업 농촌 지원에 관한 조례 제8조 제 12호,-,문관희,041-746-8742
642,충남,논산시,강경젓갈축제,특산물,10월중(5일간),"젓갈공원 일원
/
유튜브 채널",온/오프라인 병행 ,1997년,0,970,0,970,"359,504명
(유튜브 시청자 수)",-,강경젓갈축제추진위원회,축제조직위,논산시 강경젓갈축제추진위원회 운영 조례,-,권우진,041-746-5663
643,충남,논산시,양촌곶감축제,특산물,12월중(2일간),"양촌면
체육공원",현장 개최,2002년,0,80,10,90,미개최,-,양촌곶감축제추진위원회,축제조직위,논산시 농업 농촌 지원에 관한 조례 제8조 제 12호,-,선수진,041-746-8797
644,충남,계룡시,2022계룡세계군문화엑스포 ,문화예술,10.07.~10.23.,계룡시,대면,2022년,2800,13539,3300,19639,1년 연기,1년 연기,계룡세계군문화엑스포조직위원회,재단법인,민법 제32조 및 충청남도 재단법인 계룡세계군문화엑스포조직위원회 설립 및 지원 조례 등,-,최정윤,042-840-2613
645,충남,당진시,제20회 면천진달래축제,기타,4월 중,면천읍성 일원,미정,2003,0,30,0,30,미개최,미개최,면천진달래민속축제집행위원회,면천진달래축제위원회,마을주민자체조직,-,지은주,041-360-8355
646,충남,당진시,2022년 기지시줄다리기민속축제,전통역사,4월 중,기지시줄다리기박물관 일원,미정,미정,0,559,0,559,미개최,미개최,기지시줄다리기축제위원회,기지시줄다리기축제위원회,기지시줄다리기축제위원회 정관 제3조,-,고대영,041-350-3581
647,충남,당진시,제15회 순성매화벚꽃축제,기타,4월 중,갈산리 일원,미정,2008,0,30,0,30,미개최,미개최,순성면 축제위원회,순성매화벚꽃축제위원회,마을주민자체조직,-,김정숙,041-360-8406
648,충남,당진시,제 17회 장고항실치축제,특산물,4월 중,장고항 일원,미정,2006,0,20,20,40,미개최,미개최,장고항 실치축제 위원회,장고항 실치축제 위원회,마을주민자체조직,-,육태영,041-350-4273
649,충남,당진시,제 16회 한진포구바지락갯벌체험축제,특산물,4월 중,한진포구 일원,미정,2007,0,20,20,40,미개최,미개최,한진포구바지락축제위원회,한진포구바지락갯벌체험축제위원회,마을주민자체조직,-,육태영,041-350-4273
650,충남,당진시,제13회 순성왕매실&당진맥주축제,특산물,6월 중,순성왕매실마을 일원,미정,2010,0,15,0,15,3270,-,순성왕매실 영농조합,순성왕매실 영농조합,마을주민자체조직,-,김정숙,041-360-8406
651,충남,당진시,제 13회 당진해나루황토감자축제,특산물,6월 중,상록초등학교 일원,미정,2010,0,60,0,60,미개최,미개최,해나루황토감자축제위원회,당진해나루황토감자축제위원회,마을주민자체조직,-,윤소원,041-350-4148
652,충남,당진시,제5회 합덕제연호문화축제,전통역사,7월 중,합덕제 일원,미정,2018,0,115,0,115,미개최,미개최,합덕제연호문화축제집행위원회,합덕제연호문화축제위원회,마을주민자체조직,-,이상식,041-350-3583
653,충남,당진시,제16회 삽교호조개구이축제,특산물,10월 중,삽교호 일원,미정,2007,0,30,10,40,미개최,미개최,삽교호조개구이축제위원회,삽교호조개구이축제위원회,마을주민자체조직,-,조완희,041-350-3593
654,충남,당진시,제5회 당진해나루황토고구마축제,특산물,10월 중,당진종합운동장 일원,미정,2018,0,50,0,50,온라인 개최,-,해나루황토고구마축제위원회,당진해나루황토감자축제위원회,마을주민자체조직,-,윤소원,041-350-4148
655,충남,당진시,제34회 남이흥장군문화제,전통역사,10월 중,충장사 일원,미정,1989,0,50,0,50,미개최,미개최,남이흥장군문화제집행위원회,남이흥장군문화제집행위원회,남이흥장군문화제집행위원회 정관 제2조,-,이상식,041-350-3583
656,충남,당진시,제14회 당진국화전시회,생태자연,10월 중,합덕농촌테마공원 일원,미정,2009,0,100,0,100,20000,-,미래농업과,미래농업과,-,-,한만호,041-360-6410
657,충남,당진시,제45회 심훈상록문화제,문화예술,10월 중,당진시청 일원,미정,1968,0,90,0,90,300,-,심훈상록문화제집행위원회,심훈상록문화제집행위원회,심훈상록문화제집행위원회 정관 제2조,-,육원석,041-350-3573
658,충남,당진시,제18회 당진해나루쌀농특산물축제,특산물,11월 중,삽교호 일원,미정,2005,0,100,0,100,미개최,미개최,해나루쌀농특산물대축제추진위원회,해나루쌀농특산물대축제추진위원회,마을주민자체조직,-,윤소원,041-350-4148
659,충남,당진시,제23회 왜목마을해넘이해맞이축제,기타,12.31~1.1,왜목마을 일원,미정,2000,0,0,90,90,미개최,미개최,왜목해돋이축제위원회,왜목해돋이축제위원회,마을주민자체조직,-,이윤주,041-350-3591
660,충남,금산군,제13회 금산천 봄꽃축제,주민화합,4월중,금산읍 금산천 둔치,대면,2008,0,10,0,10,미개최,미개최,금산천봄꽃축제추진위원회,위원회,금산군축제육성및지원에관한조례 제17조,-,정민영,041-750-2372
661,충남,금산군,제13회 남일면 홍도화축제,주민화합,4월중,남일면 신정리 홍도마을,대면,2008,0,10,0,10,미개최,미개최,남일면홍도화축제추진위원회,위원회,금산군축제육성및지원에관한조례 제17조,-,정민영,041-750-2372
662,충남,금산군,제1회 금강전통민속축제,전통역사,미정,미정,대면,최초개최,0,40,0,40,미개최,미개최,미정,-,-,-,정민영,041-750-2372
663,충남,금산군,제22회 비단고을 산꽃축제,생태자연,4월중,산꽃벚꽃마을 오토캠핑장,혼합형,2000,0,60,0,60,온라인,-,금산축제관광재단,재단법인,금산축제관광재단 설립 및 운영 조례(2018,-,정민영,041-750-2372
664,충남,금산군,제2회 금산삼계탕축제,특산물,7월중,금산인삼관 광장,혼합형,2021,0,500,0,500,5053,-,금산축제관광재단,재단법인,금산축제관광재단 설립 및 운영 조례(2018,-,정민영,041-750-2372
665,충남,금산군,제40회 금산인삼축제,특산물,10월중,금산인삼관 광장,혼합형,1981,0,2500,0,2500,1년연기,1년연기,금산축제관광재단,재단법인,금산축제관광재단 설립 및 운영 조례(2018,-,정민영,041-750-2372
666,충남,금산군,제1회 깻잎축제,특산물,미정,금산인삼관 광장,혼합형,최초개최,0,290,0,290,미개최,미개최,금산축제관광재단,재단법인,금산축제관광재단 설립 및 운영 조례(2018,-,정민영,041-750-2372
667,충남,부여군,부여세도 방울토마토&유채꽃축제,특산물&생태자연,4.22.~4.24.,세도면 황산대교 둔치 유채단지,혼합형,2018,0,270,80,350,미개최,미개최,부여세도 방울토마토 유채꽃 축제 추진위원회,민간조직,-,-,장달희,041-830-6722
668,충남,부여군,부소산 봄 나들이 축제,생태자연&전통역사,"4.30.~5.8.
공연 및 체험프로그램 : 5.5.~5.7.","관북리 유적, 부소산성 일원",혼합형,2019,0,300,0,300,미개최,미개최,부여군/보조단체 미선정,-,-,-,김수민,041-830-2213
669,충남,부여군,부여서동연꽃축제,생태자연,"7.14.~7.17.
야간경관 및 편의시설 : 7.1.~7.31.",서동공원(궁남지) 및 백마강 일원,혼합형,2003,0,1300,0,1300,미개최,미개최,부여군/보조단체 미선정,-,-,-,조영우,041-830-2207
670,충남,부여군,백제문화제,전통역사,10.1.~10.10.,부여군 일원,혼합형,1955,0,1800,0,1800,"오프라인 939명
온라인 77,797(중복포함)",-,부여군/보조단체 미선정,-,-,-,조일권,041-830-2212
671,충남,부여군,내산벚꽃축제,생태자연,4월 중,미정,혼합형,2022,0,19,0,,미개최,-,부여군 내산면,-,-,-,유재철,041-830-6453
672,충남,부여군,제19회 부여국화축제,작품전시,10.27.~11.7.(12일간),서동공원(궁남지),혼합형,2004,0,150,0,150,22만명,-,부여군/농업기술센터,-,-,-,심상완,041-830-2603
673,충남,부여군,옥녀봉 진달래꽃 십리길 축제,특산물&생태자연,4.01~4.10 (기간 중 1일),옥산면 옥녀봉 일원,혼합형,2006,0,23,3,26,미개최,미개최,옥녀봉 진달애 자원화 및 축제 추진위원회,민간조직,-,-,김진철,041-830-6545
674,충남,부여군,굿뜨래 알밤축제,특산물,10.21.~10.23.(미정),서동공원(궁남지) 및 백마강 일원(미정),혼합형,2006,0,100,20,120,해당없음,해당없음,알밤축제추진단(미선정),민간조직,-,-,김유진,041-830-2434
